2016/5/31 0:05, vawelon001,1,1
2016/5/31 0:20, earpa001,1,1
2016/5/31 2:26, earpa001,1,6
2016/5/31 2:31, vawelon001,1,6
2016/5/31 3:12, earpa001,1,1
2016/5/31 3:28, vawelon001,1,1
2016/5/31 5:57, earpa001,1,6
2016/5/31 5:57, vawelon001,1,6
2016/5/31 6:47, vawelon001,1,1
2016/5/31 6:59, earpa001,1,1
2016/5/31 7:00, ibarranco001,1,1
2016/5/31 7:00, jsanjorge001,1,1
2016/5/31 7:00, jsanjorge001,1,4
2016/5/31 7:00, ibarranco001,1,4
2016/5/31 7:01, ibarranco001,2,4
2016/5/31 7:01, jsanjorge001,2,4
2016/5/31 7:02, jsanjorge001,3,4
2016/5/31 7:02, ibarranco001,3,4
2016/5/31 7:02, jsanjorge001,3,1
2016/5/31 7:02, ibarranco001,3,1
2016/5/31 7:02, jsanjorge001,3,6
2016/5/31 7:15, knielson001,1,1
2016/5/31 7:15, btempestad001,1,1
2016/5/31 7:15, mbramar001,1,1
2016/5/31 7:15, knielson001,1,4
2016/5/31 7:15, btempestad001,1,4
2016/5/31 7:15, mbramar001,1,4
2016/5/31 7:16, ldedos001,1,1
2016/5/31 7:16, fbalas001,1,1
2016/5/31 7:16, ckinney001,1,1
2016/5/31 7:16, iborrasca001,1,1
2016/5/31 7:16, iovan001,1,1
2016/5/31 7:16, mbramar001,2,4
2016/5/31 7:16, knielson001,2,4
2016/5/31 7:16, knielson001,2,1
2016/5/31 7:16, btempestad001,2,4
2016/5/31 7:16, btempestad001,2,1
2016/5/31 7:16, btempestad001,2,2
2016/5/31 7:17, mbramar001,3,4
2016/5/31 7:17, mbramar001,3,1
2016/5/31 7:17, mbramar001,3,6
2016/5/31 7:17, iborrasca001,1,4
2016/5/31 7:17, iovan001,1,4
2016/5/31 7:17, fbalas001,1,4
2016/5/31 7:17, ckinney001,1,4
2016/5/31 7:17, ldedos001,1,4
2016/5/31 7:18, chawelon001,1,1
2016/5/31 7:18, lbennett001,1,1
2016/5/31 7:18, iborrasca001,2,4
2016/5/31 7:18, ldedos001,2,4
2016/5/31 7:18, fbalas001,2,4
2016/5/31 7:18, ckinney001,2,4
2016/5/31 7:18, iovan001,2,4
2016/5/31 7:18, fbalas001,2,1
2016/5/31 7:18, iovan001,2,1
2016/5/31 7:18, ckinney001,2,1
2016/5/31 7:18, ldedos001,2,1
2016/5/31 7:18, iborrasca001,2,1
2016/5/31 7:18, ckinney001,2,7
2016/5/31 7:18, iovan001,2,7
2016/5/31 7:18, ldedos001,2,2
2016/5/31 7:18, iborrasca001,2,6
2016/5/31 7:19, zcoronado001,1,1
2016/5/31 7:20, sflorez001,1,1
2016/5/31 7:20, yfinney001,1,1
2016/5/31 7:20, lbennett001,1,4
2016/5/31 7:20, zcoronado001,1,4
2016/5/31 7:20, chawelon001,1,4
2016/5/31 7:20, zcoronado001,2,4
2016/5/31 7:20, chawelon001,2,4
2016/5/31 7:20, lbennett001,2,4
2016/5/31 7:20, lbennett001,2,1
2016/5/31 7:20, chawelon001,2,1
2016/5/31 7:20, zcoronado001,2,1
2016/5/31 7:21, mcassano001,1,1
2016/5/31 7:21, cshipp001,1,1
2016/5/31 7:21, anubarron001,1,1
2016/5/31 7:21, avico001,1,1
2016/5/31 7:21, rfaralso001,1,1
2016/5/31 7:21, lbennett001,2,6
2016/5/31 7:21, zcoronado001,2,7
2016/5/31 7:21, chawelon001,2,7
2016/5/31 7:21, sflorez001,1,4
2016/5/31 7:21, yfinney001,1,4
2016/5/31 7:22, sflorez001,2,4
2016/5/31 7:22, yfinney001,2,4
2016/5/31 7:22, sflorez001,2,1
2016/5/31 7:22, yfinney001,2,1
2016/5/31 7:22, sflorez001,2,7
2016/5/31 7:22, yfinney001,2,2
2016/5/31 7:22, mcassano001,1,4
2016/5/31 7:22, anubarron001,1,4
2016/5/31 7:22, cshipp001,1,4
2016/5/31 7:22, rfaralso001,1,4
2016/5/31 7:22, avico001,1,4
2016/5/31 7:23, lazada001,1,1
2016/5/31 7:23, nbasham001,1,1
2016/5/31 7:23, sparrino001,1,1
2016/5/31 7:23, rfaralso001,2,4
2016/5/31 7:23, cshipp001,2,4
2016/5/31 7:23, avico001,2,4
2016/5/31 7:23, anubarron001,2,4
2016/5/31 7:23, mcassano001,2,4
2016/5/31 7:23, rfaralso001,2,1
2016/5/31 7:23, anubarron001,2,1
2016/5/31 7:23, avico001,2,1
2016/5/31 7:23, mcassano001,2,1
2016/5/31 7:23, cshipp001,2,1
2016/5/31 7:23, cshipp001,2,6
2016/5/31 7:23, rfaralso001,2,7
2016/5/31 7:23, mcassano001,2,7
2016/5/31 7:23, avico001,2,2
2016/5/31 7:23, anubarron001,2,2
2016/5/31 7:24, slowery001,1,1
2016/5/31 7:24, cstaley001,1,1
2016/5/31 7:24, lazada001,1,4
2016/5/31 7:24, nbasham001,1,4
2016/5/31 7:24, sparrino001,1,4
2016/5/31 7:25, korilla001,1,1
2016/5/31 7:25, lazada001,2,4
2016/5/31 7:25, nbasham001,2,4
2016/5/31 7:25, sparrino001,2,4
2016/5/31 7:25, lazada001,2,1
2016/5/31 7:25, nbasham001,2,1
2016/5/31 7:25, sparrino001,2,1
2016/5/31 7:25, nbasham001,2,7
2016/5/31 7:25, slowery001,1,4
2016/5/31 7:26, tbattles001,1,1
2016/5/31 7:26, ahafon001,1,1
2016/5/31 7:26, apinckney001,1,1
2016/5/31 7:26, slowery001,2,4
2016/5/31 7:26, slowery001,2,1
2016/5/31 7:26, korilla001,1,4
2016/5/31 7:26, slowery001,2,7
2016/5/31 7:27, monda001,1,1
2016/5/31 7:27, tcarrara001,1,1
2016/5/31 7:27, korilla001,2,4
2016/5/31 7:27, korilla001,2,1
2016/5/31 7:27, tbattles001,1,4
2016/5/31 7:27, apinckney001,1,4
2016/5/31 7:27, ahafon001,1,4
2016/5/31 7:27, korilla001,2,6
2016/5/31 7:28, apinckney001,2,4
2016/5/31 7:28, tbattles001,2,4
2016/5/31 7:28, ahafon001,2,4
2016/5/31 7:28, ahafon001,2,1
2016/5/31 7:28, apinckney001,2,1
2016/5/31 7:28, tbattles001,2,1
2016/5/31 7:28, tcarrara001,1,4
2016/5/31 7:28, monda001,1,4
2016/5/31 7:28, ahafon001,2,6
2016/5/31 7:28, apinckney001,2,7
2016/5/31 7:28, tbattles001,2,2
2016/5/31 7:29, csolos001,1,1
2016/5/31 7:29, tcarrara001,2,4
2016/5/31 7:29, monda001,2,4
2016/5/31 7:29, tcarrara001,2,1
2016/5/31 7:29, monda001,2,1
2016/5/31 7:29, monda001,2,2
2016/5/31 7:29, tcarrara001,2,2
2016/5/31 7:30, eedward001,1,1
2016/5/31 7:30, pratigan001,1,1
2016/5/31 7:30, rparade001,1,1
2016/5/31 7:30, wvasco001,1,1
2016/5/31 7:30, acampo001,1,1
2016/5/31 7:30, rpantanal001,1,1
2016/5/31 7:30, lcarrara001,1,1
2016/5/31 7:30, lorosco001,1,1
2016/5/31 7:30, cwhelan001,1,1
2016/5/31 7:30, jfrost001,1,1
2016/5/31 7:30, epavone001,1,1
2016/5/31 7:30, ostrum001,1,1
2016/5/31 7:30, csolos001,1,4
2016/5/31 7:31, dscozzese001,1,1
2016/5/31 7:31, csolos001,2,4
2016/5/31 7:31, csolos001,2,1
2016/5/31 7:31, cwhelan001,1,4
2016/5/31 7:31, ostrum001,1,4
2016/5/31 7:31, pratigan001,1,4
2016/5/31 7:31, lorosco001,1,4
2016/5/31 7:31, eedward001,1,4
2016/5/31 7:31, lcarrara001,1,4
2016/5/31 7:31, csolos001,2,7
2016/5/31 7:31, wvasco001,1,4
2016/5/31 7:31, rpantanal001,1,4
2016/5/31 7:32, sfusil001,1,1
2016/5/31 7:32, bmullen001,1,1
2016/5/31 7:32, fresumir001,1,1
2016/5/31 7:32, lorosco001,2,4
2016/5/31 7:32, eedward001,2,4
2016/5/31 7:32, cwhelan001,2,4
2016/5/31 7:32, ostrum001,2,4
2016/5/31 7:32, rpantanal001,2,4
2016/5/31 7:32, lcarrara001,2,4
2016/5/31 7:32, pratigan001,2,4
2016/5/31 7:32, wvasco001,2,4
2016/5/31 7:32, cwhelan001,2,1
2016/5/31 7:32, epavone001,1,4
2016/5/31 7:32, acampo001,1,4
2016/5/31 7:32, cwhelan001,2,7
2016/5/31 7:32, rpantanal001,3,4
2016/5/31 7:32, lcarrara001,3,4
2016/5/31 7:32, wvasco001,3,4
2016/5/31 7:32, eedward001,3,4
2016/5/31 7:32, lorosco001,3,4
2016/5/31 7:32, pratigan001,3,4
2016/5/31 7:32, ostrum001,3,4
2016/5/31 7:32, ostrum001,3,1
2016/5/31 7:32, lorosco001,3,1
2016/5/31 7:32, pratigan001,3,1
2016/5/31 7:32, rpantanal001,3,1
2016/5/31 7:32, eedward001,3,1
2016/5/31 7:32, lcarrara001,3,1
2016/5/31 7:32, wvasco001,3,1
2016/5/31 7:32, wvasco001,3,2
2016/5/31 7:32, rpantanal001,3,2
2016/5/31 7:32, eedward001,3,3
2016/5/31 7:32, pratigan001,3,3
2016/5/31 7:32, fresumir001,1,2
2016/5/31 7:33, junger001,1,1
2016/5/31 7:33, vhatchett001,1,1
2016/5/31 7:33, epavone001,2,4
2016/5/31 7:33, acampo001,2,4
2016/5/31 7:33, lcarrara001,3,6
2016/5/31 7:33, ostrum001,3,6
2016/5/31 7:33, ostrum001,3,3
2016/5/31 7:33, lcarrara001,3,3
2016/5/31 7:33, epavone001,3,4
2016/5/31 7:33, acampo001,3,4
2016/5/31 7:33, acampo001,3,1
2016/5/31 7:33, epavone001,3,1
2016/5/31 7:33, bmullen001,1,4
2016/5/31 7:33, epavone001,3,2
2016/5/31 7:33, junger001,1,4
2016/5/31 7:34, jsimonides001,1,1
2016/5/31 7:34, wreynoso001,1,1
2016/5/31 7:34, vlagos001,1,1
2016/5/31 7:34, junger001,2,4
2016/5/31 7:34, bmullen001,2,4
2016/5/31 7:34, junger001,2,1
2016/5/31 7:34, bmullen001,2,1
2016/5/31 7:34, junger001,2,7
2016/5/31 7:34, vhatchett001,1,4
2016/5/31 7:34, bmullen001,2,6
2016/5/31 7:35, bridenour001,1,1
2016/5/31 7:35, gcazar001,1,1
2016/5/31 7:35, vhatchett001,2,4
2016/5/31 7:35, vhatchett001,2,1
2016/5/31 7:35, jsimonides001,1,4
2016/5/31 7:35, vawelon001,1,4
2016/5/31 7:35, wreynoso001,1,4
2016/5/31 7:36, wreynoso001,2,4
2016/5/31 7:36, jsimonides001,2,4
2016/5/31 7:36, vawelon001,2,4
2016/5/31 7:36, vawelon001,2,1
2016/5/31 7:36, jsimonides001,2,1
2016/5/31 7:36, wreynoso001,2,1
2016/5/31 7:36, jsimonides001,2,7
2016/5/31 7:36, wreynoso001,2,2
2016/5/31 7:37, thagan001,1,1
2016/5/31 7:37, sflecha001,1,1
2016/5/31 7:37, gcazar001,1,4
2016/5/31 7:37, bridenour001,1,4
2016/5/31 7:37, sfusil001,1,4
2016/5/31 7:37, bridenour001,2,4
2016/5/31 7:37, sfusil001,2,4
2016/5/31 7:37, gcazar001,2,4
2016/5/31 7:37, sfusil001,2,1
2016/5/31 7:37, bridenour001,2,1
2016/5/31 7:37, gcazar001,2,1
2016/5/31 7:38, ncalixto001,1,1
2016/5/31 7:38, gcazar001,2,7
2016/5/31 7:38, sfusil001,2,7
2016/5/31 7:38, sflecha001,1,4
2016/5/31 7:38, thagan001,1,4
2016/5/31 7:38, sfusil001,2,3
2016/5/31 7:38, vlagos001,1,2
2016/5/31 7:39, acalzas001,1,1
2016/5/31 7:39, thagan001,2,4
2016/5/31 7:39, sflecha001,2,4
2016/5/31 7:39, thagan001,2,1
2016/5/31 7:39, sflecha001,2,1
2016/5/31 7:39, ncalixto001,1,4
